0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1467810672,Mon Apr 06 22:19:49 PDT 2009,NO_QUERY,scotthamilton,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,1467810917,Mon Apr 06 22:19:53 PDT 2009,NO_QUERY,mattycus,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
0,1467811184,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,ElleCTF,my whole body feels itchy and like its on fire 
0,1467811193,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,Karoli,"@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
0,1467811372,Mon Apr 06 22:20:00 PDT 2009,NO_QUERY,joy_wolf,@Kwesidei not the whole crew 
0,1467811592,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,mybirch,Need a hug 
0,1467811594,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,coZZ,"@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
0,1467811795,Mon Apr 06 22:20:05 PDT 2009,NO_QUERY,2Hood4Hollywood,@Tatiana_K nope they didn't have it 
0,1467812025,Mon Apr 06 22:20:09 PDT 2009,NO_QUERY,mimismo,@twittera que me muera ? 
0,1468318009,Tue Apr 07 00:56:33 PDT 2009,NO_QUERY,CareyMetcalfe,is sad that the march break is over 
0,1468318249,Tue Apr 07 00:56:41 PDT 2009,NO_QUERY,XFearLessX,@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo
0,1468318282,Tue Apr 07 00:56:39 PDT 2009,NO_QUERY,smithcdau,"QR + Veolia FAIL! Translink, the buses and trains don't align, so the early train is just as late as the  bus one hour later "
0,1468318960,Tue Apr 07 00:56:55 PDT 2009,NO_QUERY,jess22t,@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately 
0,1468318995,Tue Apr 07 00:56:56 PDT 2009,NO_QUERY,hancohen,has tonsilitis on my birthday 
0,1468319163,Tue Apr 07 00:57:02 PDT 2009,NO_QUERY,egg104,@jeffkang greeeeat but now i ate all my hard work away 
0,1468319310,Tue Apr 07 00:57:03 PDT 2009,NO_QUERY,andrewspeck1101,@EllenDeG ellen......... Do my messages not get to you.......  if you didn't notice i'm sad. I try so hard to communicate wif u
0,1468319768,Tue Apr 07 00:57:13 PDT 2009,NO_QUERY,SweetThing109,"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars "
4,1574066789,Tue Apr 21 04:06:41 PDT 2009,NO_QUERY,dirkpaul,@BasCordewener Nicely put 
4,1574066791,Tue Apr 21 04:06:41 PDT 2009,NO_QUERY,PatrickAnna,Anna and her brother Albert were about to jump out of the plane...  http://twitpic.com/3i493
4,1574066837,Tue Apr 21 04:06:42 PDT 2009,NO_QUERY,thetwentythird,Colleen is coming over soon! We're going to get ready together for school today 
4,1574066857,Tue Apr 21 04:06:43 PDT 2009,NO_QUERY,Ei77,@guyoseary  bye bye ... tell madonna we want anything new  love u &amp; her
4,1574066866,Tue Apr 21 04:06:42 PDT 2009,NO_QUERY,msjmb,"I will draw the cover. Make it in all of the 3 (B/W, Greyscale and colour) and see what people like best "
4,1574066919,Tue Apr 21 04:06:43 PDT 2009,NO_QUERY,MaryCamille,"@kpauline i know you can do it keips! goodluck!  and chill a bit, dear. hehe ;)"
4,1574066966,Tue Apr 21 04:06:42 PDT 2009,NO_QUERY,mmechevrolet,@naomijlea They do for me.  
4,1574066973,Tue Apr 21 04:06:43 PDT 2009,NO_QUERY,cindyegomez,gotta walk to the bus stop today  gonna go... If you only knew by savanah
4,1574067029,Tue Apr 21 04:06:44 PDT 2009,NO_QUERY,grmcall,"@Zero37 Thanks. Not sure it's possible for me to talk more about Apple stuff, but I'll do my best "
4,1574067049,Tue Apr 21 04:06:45 PDT 2009,NO_QUERY,mnf_photography,"another shoot in town tommorow  more live shots on friday, of impulse11 and toyk, maybe ghosts. sunday (L)(L)(L)"
4,1574067055,Tue Apr 21 04:06:45 PDT 2009,NO_QUERY,spo0ky,"@Unodewaal for sure, but at that price i kinda expect artwork too,,, not sure if the extra cash is worth convenience, but i cd b wrong "
4,1574067158,Tue Apr 21 04:06:47 PDT 2009,NO_QUERY,brypie,@moggy99 boxing training  it was fun!
4,1574067173,Tue Apr 21 04:06:47 PDT 2009,NO_QUERY,19_adam_78,I started a twitt that got the whole world laughing...OMG im now thinking of &quot;Twitt&quot; songs 
4,1574067220,Tue Apr 21 04:06:48 PDT 2009,NO_QUERY,MattJarryAstley,"@SonniesEdge hey, hows your NT goin??? having fun with it??? "
4,1574067233,Tue Apr 21 04:06:48 PDT 2009,NO_QUERY,iljbxinfinite,where would we be if we couldn't dream 
4,1574067296,Tue Apr 21 04:06:49 PDT 2009,NO_QUERY,myu_myu,@Frais where are you? japan? hm its good. im glad that i can go away from japan b4 the rainy season come.!! 
4,1574067375,Tue Apr 21 04:06:50 PDT 2009,NO_QUERY,BlokesLib,@suesshirtshop My youngest turns 10 this year so I am way past that stage. No more nappies until grandkids 
4,1574067409,Tue Apr 21 04:06:50 PDT 2009,NO_QUERY,Motaz_alsa,@alethe so is that means you gonna speak another language ? Arabic for instant or what ? 
4,1574067446,Tue Apr 21 04:06:51 PDT 2009,NO_QUERY,DucSloerie,"Strange, I fixed @fashionsloerie her convertible hood, but now her radio isn't working "
4,1574067513,Tue Apr 21 04:06:52 PDT 2009,NO_QUERY,Honey01,"@iantalbot well then, I should fit right in! lol "
4,1574067540,Tue Apr 21 04:06:53 PDT 2009,NO_QUERY,LeeJY,I love it when the sun is setting...don't really have to watch a real sunset....but just observe the warm colour it has on surroundings.. 
4,1574067574,Tue Apr 21 04:06:53 PDT 2009,NO_QUERY,iLuvTra1ls,A race through history...three more days before the race. nervous or excited? not sure  course map...http://tinyurl.com/dnx7f3
4,1574067582,Tue Apr 21 04:06:54 PDT 2009,NO_QUERY,iantalbot,"@Honey01 Oh yes, and you're invited if you should so desire to grace us! "
4,1574067647,Tue Apr 21 04:06:54 PDT 2009,NO_QUERY,SappyLoveStory,FINALLY @cLennox is excited about going to Florida 
4,1574067754,Tue Apr 21 04:06:56 PDT 2009,NO_QUERY,krzimmer,@TheFemGeek You will have a fantastic day! 
4,1574067796,Tue Apr 21 04:06:56 PDT 2009,NO_QUERY,marramgrass,"@stuartgibson I so want it to be tw in the Austrian ccTLD, but I'm sure it isn't "
4,1574067806,Tue Apr 21 04:06:56 PDT 2009,NO_QUERY,Sternenfee,@harleyfatboy88b I would be most honored to meet pug 
4,1574067821,Tue Apr 21 04:06:57 PDT 2009,NO_QUERY,Berry_product,"Easter in Greece= Warm weather, lamp on the spike, red eggs, family, traditional music, going to church "
4,1574067856,Tue Apr 21 04:06:57 PDT 2009,NO_QUERY,mkhl,@tonyarnold Whether they are our future is up to us though 
4,1574068035,Tue Apr 21 04:07:01 PDT 2009,NO_QUERY,spanglegluppet,Colbert seems to be even funnier than normal tonight. 
4,1574068061,Tue Apr 21 04:07:01 PDT 2009,NO_QUERY,Cacotopos,Testing Tweetie for the mac...seems acceptable 
4,1574068078,Tue Apr 21 04:07:00 PDT 2009,NO_QUERY,SheiroQ,G'morning Twitterville. Hope it will be a good one for you all.  ? http://blip.fm/~4oqaj
4,1574068090,Tue Apr 21 04:07:01 PDT 2009,NO_QUERY,finolaprescott,@mortenlindstrom - hope you're coping better with the cold up there today  B'dos is 'warm as usual' 
4,1574068115,Tue Apr 21 04:07:01 PDT 2009,NO_QUERY,jehseekarose,"goodmorning[:   im going to get done quick.,  my hair was already straight and my outfits picked out YAY "
4,1574068125,Tue Apr 21 04:07:02 PDT 2009,NO_QUERY,jadnohra,@ivanassen of course 
4,1574068144,Tue Apr 21 04:07:01 PDT 2009,NO_QUERY,AuntyTay,@joelmadden i think the hair looks good  now we can definately tell you and benji apart! Hope nicole loves it
4,1574068147,Tue Apr 21 04:07:02 PDT 2009,NO_QUERY,MiSsalySsa24,time fOr my newPort 
4,1574068153,Tue Apr 21 04:07:02 PDT 2009,NO_QUERY,JJny123,On the bus with danielle 
4,1574068185,Tue Apr 21 04:07:02 PDT 2009,NO_QUERY,hi_imchloe,@cassn from kmart 
4,1574068204,Tue Apr 21 04:07:02 PDT 2009,NO_QUERY,MissyKesson,@liamgallagher Will you be desighning your own thong? Woops i mean sarong? ha ha Like gayboy beckham? xx 
4,1574068214,Tue Apr 21 04:07:03 PDT 2009,NO_QUERY,robcthegeek,@secretGeek You want a wireless one that can be controlled by desktop  That would be awesome 
